record_id,product_name,product_type,price_usd,price_raw,price_note,commission_type,commission_pct,commission_flat_usd,commission_raw,net_earnings_per_sale_usd,earnings_per_cart_visitor,cart_conversion_pct,cancellation_rate_pct,vendor,online_since_raw,online_since_iso,product_age_days,payment_method,promotion_status,has_sales_page_link,has_affiliate_support_link,sales_page_url,affiliate_support_url,digistore24_product_url,description,category,derived_niche,source_page,parse_flags
1205,"""Earn 80% Commission Promoting Digital Products Goldmine on a Budget!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1206,"""Earn 80% Commission Promoting The Anti-Inflammatory Diet Guide After 40!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,13,
1207,"""Earn 80% Commission Promoting Blogging for Profit After 40!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1208,"""Earn 80% Commission Promoting The Hormone Balance Blueprint in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
1209,"""Earn 80% Commission Promoting Build and Sell AI Tools Fast!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1210,"""Earn 80% Commission Promoting The Ultimate Guide to Weight Loss Proven Natural Strategies for Lasting...!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,13,
1211,"""Earn 80% Commission Promoting Prompt Engineering for Profit Without Experience!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1212,"""Earn 80% Commission Promoting YouTube Automation Blueprint Without Experience!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Copy promo link,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1213,"""Earn 80% Commission Promoting ChatGPT Cash Machine in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1214,"""Earn 80% Commission Promoting Profitable AI Ventures!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1215,"""Earn 80% Commission Promoting The Complete Gut Health Reset Mastery Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
1216,"""Earn 80% Commission Promoting Online Business Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1217,"""Earn 80% Commission Promoting Core and Balance Blueprint!""",Member area and video courses,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,education-courses,13,
1218,"""Earn 80% Commission Promoting The Natural Weight Loss Solution After 40!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,13,
1219,"""Earn 80% Commission Promoting The Natural Weight Loss Solution Fast!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,13,
1220,"""Earn 80% Commission Promoting AI Design and Art Business for Women!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1221,"""Earn 80% Commission Promoting The Hormone Balance Blueprint Fast!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
1222,"""Earn 80% Commission Promoting Stress and Anxiety Freedom on a Budget!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,13,
1223,"""Earn 80% Commission Promoting Build and Sell AI Tools in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1224,"""Earn 80% Commission Promoting The Natural Weight Loss Solution for Women!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,weight-loss,13,
1225,"""Earn 80% Commission Promoting Blogging for Profit in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1226,"""Earn 80% Commission Promoting AI Design and Art Business Without Experience!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1227,"""Earn 80% Commission Promoting Metaverse Fitness Fusion!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fitness,13,
1228,"""Earn 80% Commission Promoting AI Freelancing Goldmine Without Experience!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1229,"""Earn 80% Commission Promoting Managing Chronic Kidney Disease A Practical Guide to Protecting and...!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Copy promo link,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
1230,"""Earn 80% Commission Promoting The 2026 Guide to Automated Side Hustles!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1231,"""Earn 80% Commission Promoting The Freelancer Fast Track for Beginners!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1232,"""Earn 80% Commission Promoting The Ultimate Online Business Blueprint!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1233,"""Earn 80% Commission Promoting Blogging for Profit Mastery Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1234,"""Earn 80% Commission Promoting The 2026 Fasting and Fitness Fusion!""",Member area and video courses,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Copy promo link,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fitness,13,
1235,"""Earn 80% Commission Promoting Crypto Business Strategies!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,forex-crypto-trading,13,
1236,"""Earn 80% Commission Promoting Faceless TikTok Shorts AI Business Blueprint!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1237,"""Earn 80% Commission Promoting The AI Business Blueprint 2026!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1238,"""Earn 80% Commission Promoting Email Marketing Profits for Busy People!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1239,"""Earn 80% Commission Promoting Email Marketing Profits in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1240,"""Earn 80% Commission Promoting AI-Powered MicroSaaS!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1241,"""Earn 80% Commission Promoting Digital Products Goldmine From Scratch!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1242,"""Earn 80% Commission Promoting AI Freelancing Goldmine Mastery Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1243,"""Earn 80% Commission Promoting The 550Calorie Beginner Blueprint!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1244,"""Earn 80% Commission Promoting Managing Chronic Illness!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1245,"""Earn 80% Commission Promoting Online Course Empire for Busy People!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,survival-preparedness,13,
1246,"""Earn 80% Commission Promoting The Hormone Balance Blueprint Mastery Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
1247,"""Earn 80% Commission Promoting AI Automation for Profit in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1248,"""Earn 80% Commission Promoting The Hormone Balance Blueprint for Busy People!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
1249,"""Earn 80% Commission Promoting AI Content Empire for Busy People!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,survival-preparedness,13,
1250,"""Earn 80% Commission Promoting Dropshipping Domination Without Experience!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1251,"""Earn 80% Commission Promoting Profitable Steps to Consistent Results Online!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1252,"""Earn 80% Commission Promoting Dropshipping Domination Mastery Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1253,"""Earn 80% Commission Promoting Prompt Engineering for Profit in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1254,"""Earn 80% Commission Promoting The 30-Day Body Transformation Blueprint!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1255,"""Earn 80% Commission Promoting Ultimate Digital Marketing Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1256,"""Earn 80% Commission Promoting Digital Products Goldmine for Busy People!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1257,"""Earn 80% Commission Promoting ChatGPT Cash Machine Mastery Guide!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1258,"""Earn 80% Commission Promoting Social Media Business Blueprint for Women!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1259,"""Earn 80% Commission Promoting Blood Sugar Balance Blueprint Without Experience!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
1260,"""Earn 80% Commission Promoting Build and Sell AI Tools for Women!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1261,"""Earn 80% Commission Promoting Social Media Business Blueprint in 30 Days!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1262,"""Earn 80% Commission Promoting The 30-Day AI-Powered Fasting and Movement Jumpstart!""",Member area and video courses,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1263,"""Earn 80% Commission Promoting AI-Powered Micro SaaS Starter!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1264,"""Earn 80% Commission Promoting Digital Products Goldmine for Beginners!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1265,"""Earn 80% Commission Promoting Blogging for Profit on a Budget!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1266,"""Earn 80% Commission Promoting Respiratory and Lung Health Guide After 40!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1267,"""Earn 80% Commission Promoting Sleep Better Tonight for Beginners!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mental-wellbeing,13,
1268,"""Earn 80% Commission Promoting The Metabolism Reset Plan Without Experience!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1269,"""Earn 80% Commission Promoting AI Chatbot Side Hustle!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,make-money-online,13,
1270,"""Earn 80% Commission Promoting AI Design and Art Business After 40!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1271,"""Earn 80% Commission Promoting Social Media Business Blueprint After 40!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1272,"""Earn 80% Commission Promoting Virtual Assistant Career Launchpad for Beginners!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,other,13,
1273,"""Earn 80% Commission Promoting AI Profit Playbook for Beginners!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1274,"""Earn 80% Commission Promoting YouTube Automation Blueprint!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ai-software,13,
1275,"""Earn 80% Commission Promoting Blood Sugar Balance Blueprint After 40!""",E-books,37.00,$37.00,exact,percent,80.00,UNKNOWN,80.00%,29.60,UNKNOWN,UNKNOWN,UNKNOWN,Fitlifesolutions,8/2/26,2026-08-02,22,UNKNOWN,Promote now,YES,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,health-supplement,13,
